fdac2832989a92aae6355ca8620770568ff11013d1ce60bc04c9f1cea25d4b3e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,91.55683398246765
53bbea3f6b11409dc5b2d9380cad55273972d4d4c7315273b3b7fdd37fbc559a,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,92.90688157081604
d38a832492c17f4a03459163785f3024e0d317b64e0ae2eed216e596a29ef2ed,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,91.28847312927246
54909f0b1c375b269e77c5ab14b5fe3f9dab9afb9e4b945e4e8afa8e2468b261,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,100.477956533432
6fa2bc981812468bae48f28dd86575b6d3c8dfc29ce6e668c293933678498224,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,96.51976561546326
5d57a2159813ba28cb57cb8576ca352d6d7cd49bc5bbd88e508cd0065dad10e7,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,96.10633087158203
52d89194d6ad7219d1e8cc7e8e0d1fa7d7530b7229e7a03eae1f664727c77903,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.58032727241516
1cec2257ae195b5a710ef8578a09c4cfd6169b86d36dbe0b37378c65b38b81b5,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.57329487800598
37caa296f41a5dc05220b07f6a635d0be43b76144b1aec31ad3aba468da1d9d6,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.2240834236145
db766c3e7ac28bf52e858780679b93d969f44923ae5a543dec6cf1003b0da697,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.49470543861389
ec6939b00d3bdb61c4435c617f47126fc649605429c891b1d788a34b4cb68571,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.39282131195068
0f66fe9635edf4c6f1110af13d26db50e5cfe700aa546ee5cc338d1e2f6e58f9,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.03307867050171
b1730cba3e113447840d763e72650fe6da44b897a7242bd34751184c9afb26ea,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.45777678489685
3c5bbeceaf679f745d18e78ffda46faff3e7cef4ab5ee66a228de195ade001d6,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.08536100387573
9a9e7fd6a71e98987b8e874b5f8a11e6166194a8e337c81ba4930e9f78935743,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.68554735183716
0002014523343c6bd7828f35415901d56c4a3f8517c2ded897c42de3eb1bfd93,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,96.08681583404541
9f59463e5814652cd45844a5a41d36b193a6cf42ee6a3bfb8a2bc1ddf9b40066,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,97.167076587677
f92e52f91d6b6bb61eb64b68a5c393cc9e41fefb2e7265d141d07a704e981022,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,96.80618143081665
34dac740367f52aef7a4afb1b9313d8ac96e54f489084339b3c5892e9c3ff4ce,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,96.19229125976562
06b88cc38257fb5f5b6eb62f81771728dd6f2484ca22b67d9c0679361a517cd1,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.62314057350159
4c1cce8cea6931b91e102d11a8123e8eb57c8ea43bed4bb66de53d93edd5bd1b,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.13746786117554
1d3ba03c622ef6f2079898d71ac61d9a63b622f2aa01a397299554080b9e81bb,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.46185231208801
93059720bf87e26f094fc10b7f7210fc4e0ee0d4534783df08451695acd06e5d,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.59170079231262
e2f6e199ac686bb131f0e1a1b03197311219676c3749e122cd5f043e70964dd8,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.48640394210815
26c105e5144d0bbf273939338ed9ea3bf192a12d4e8e8ea1d44febd725d87446,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.57441234588623
cc7e707ebf7fd15e95d3950a5e60df9afd1d53c6f6629845b876357771c8bec2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,97.19715237617493
c07d062137abb191bc2c32039cb022d07bbf41b3c6ded3a2010b75f7185bf167,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,97.31204986572266
e1d12132662fca7552ba61b5357eac26c27da69073f333568b0404932590dfc6,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.24640798568726
1642146ea351a96eb47ed7647cf96bea680322e0d3c2b871a4c2054b7ffdd9e9,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,91.10971784591675
4b232b25ddde757bd40bf85c268f5033b8f76dd07407247697e78f57a9ab598f,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,99.96977639198303
99a5b5ae35f9fb08277f6d5533114f6716eab7f63f861e4cff5500d6e8919293,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,94.82169342041016
cb7a9c4de3bf25a38e10d48c6c814ea20d99f18af24e2849b28961bcbcee9ffa,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,95.96263027191162
b131151386469dde0b6456ba0791a4204ef3a8fba50eb4c5cfe0726019c4d0a3,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.08107852935791
16c2572a1ab1c4b966886615a14f93078d08e454fb9940cf747e167d6ca25f8e,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,99.11966609954834
570b0db86af226025b9f86c9746cc59ddc37c235bc79d6fae158258fe1313805,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,92.7922625541687
9b25e2fcfd062a7cbe1bc12b2c49c9d83fe07a0053002e1edcf7cabfedc58116,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,93.12962675094604
ed4e52ff11fdcb10b0d79aa8a22cd9562a0f6f2fd9c3dbffc4fc1fd3ae2080af,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,92.4196388721466
fed52868073172f918781d2ce2bcdc3d262ebd8f28efae225f242010ad2119c0,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,81.22042918205261
2cc1764d838a28765dfc9b2494a6b56d49599e08e7dd85725a106d7025e4af2c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,79.80637907981873
a62d980f3df0996674af3648bd4340bc3396a9d67c17b5c4bc37273d2d833c82,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM subcategory as sub
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,81.11968183517456
0e63c3386b3d07969a2efe8aa7cfc757e69874175419e868e23232a9cc99b159,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM subcategory as sub
JOIN product as prod
ON prod.subcategory_id = sub.id
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",1.0,6,81.7559106349945
7f420a92db0aced6518cd91bc7a69b96988fb94df4d1dfe5bb064151d73da93c,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,103.8719265460968
399b88f6700e1c624a4c57009b9c44d9b051c70960e84a0b1206d67eb7c47fb2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,108.76355862617493
6b87fbfe0354abce51643050daa3c9e63ceeffa7c2077772e1ef29f8417b92b2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,104.36510729789734
999a33e77d6b53deb373a10a150d4c63122b6f6d305d247ad6029d8b7b05a1f8,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM ""order"" as ord
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN order_details as ord_det
ON ord_det.order_id = ord.id
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,130.5992877483368
6216870073555a4fad32c346f5d6e5bae61e289ea920663dfd54356ea3802646,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM product as prod
JOIN order_details as ord_det
ON ord_det.product_id = prod.id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN deliverer as del
ON del.id = ord.deliverer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,109.70288610458374
c6b5186d24279b3c1cb5a116dfa625c54eff53bae1a30254c2790f827797e5b2,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN category as cat
ON cat.id = sub.category_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,99.86216950416565
8e4a63bff16b6fa775da15afa6c2b3264b510abd36138ed5a17bf55469eb5049,"BEGIN;
SET LOCAL join_collapse_limit = 1;
SELECT count(*) FROM order_details as ord_det
JOIN product as prod
ON prod.id = ord_det.product_id
JOIN subcategory as sub
ON sub.id = prod.subcategory_id
JOIN ""order"" as ord
ON ord.id = ord_det.order_id
JOIN deliverer as del
ON del.id = ord.deliverer_id
JOIN customer as cus
ON cus.id = ord.customer_id
JOIN category as cat
ON cat.id = sub.category_id;
COMMIT;","('customer', 'category', 'deliverer', 'order', 'order_details', 'product', 'subcategory')",0.8064516129032258,7,104.991779088974
